feature,importance
wins_last10_count_away,0.47060238085219996
form_score_last10,0.3772593168836145
ranking_diff_proxy,0.22793835236053006
home_rank_proxy,0.128020245939984
home_advantage,0.1153398802546689
win_rate_last10,0.036699043598413146
year,-0.02641283384008987
win_rate_last10_away,-0.06319626554326613
away_rank_proxy,-0.1475254996346202
wins_last10_count,-0.23169538165308848
form_score_last10_away,-0.6269037858886292
